Timestamp,Entered by,Dataset name,Data owner,Category1,Category2,Category notes,Source of information,Source - weblink,Dataset content,Geographic coverage,Geographic units,Geography notes,Time period - from,Time period - to,Time - frequency,Time notes,Data type,Data type notes,Data quality,Data access,Data owner attitude to research use,Other notes
12/16/2015 12:25:31,Alice,Council Tax Valuation Lists: Challenges,Valuation Office Agency ,3 - Finance,3.3 - Tax,,,"https://www.gov.uk/government/statistics/council-tax-valuation-lists-challenges-england-and-wales
http://webarchive.nationalarchives.gov.uk/20141002130923/http://www.voa.gov.uk/corporate/publications/statisticsCouncilTax.html","Statistics on the challenges made to entries in the Council Tax valuation lists for any financial year, including outcomes from cleared challenges. There were 54000 challenges for the 2014/15 financial year. From 2014, this dataset includes data on changes to valuation lists",3 - Eng & Wal,Local authority,,2005,On-going,Annual,Statistics are produced for financial years,Administrative,,Release notes with a comment on data quality are provided with the release. These are however government administrative statistics and are thus high quality. They cover all challenges to council tax bands made within a financial year. ,"A freely accessible dataset is available. For the most recent year, this is provided through the Valuation Office Agency website. Historical data from 2005 onwards is provided through the National Archive. ",Government attitudes to research use of their data appear favourable. ,
12/16/2015 12:40:12,Alice,Council Tax Valuation Lists: Changes ,Valuation Office Agency ,3 - Finance,3.3 - Tax,,,"https://www.gov.uk/government/statistics/council-tax-valuation-lists-changes-england-and-wales
http://webarchive.nationalarchives.gov.uk/20141002130923/http://www.voa.gov.uk/corporate/publications/statisticsCouncilTax.html","This statistical release details the number of dwellings deleted from, inserted into or amended in, the Council Tax Valuation Lists; including national and regional totals.",3 - Eng & Wal,Local authority,,2011,2014,Annual,Datasets for 2011 and 2012 are provided via the National Archive. 2014 is available from the Valuation Office Agency Website. No dataset is provided for 2013.From 2014 this data was incorporated into the Council Tax Valuations: Challenges dataset,Administrative,,Release notes with a comment on data quality are provided with the statistical release. Given that these statistics are based on government administrative data they can be considered high quality. The cover all local authorities for England and Wales. ,A freely accessible data set is provided for the most recent release (2013/14) via the Valuation Office Website. Additional datasets for 2011 and 2012 are available via the National Archive. ,Government attitudes to research use of their data appear favourable. ,
12/16/2015 12:05:07,Alice,Council Tax Valuation Lists: Summary,Valuation Office Agency ,3 - Finance,3.3 - Tax,,,"https://www.gov.uk/government/statistics/council-tax-valuation-lists-summary-england-and-wales
http://webarchive.nationalarchives.gov.uk/20141002130923/http://www.voa.gov.uk/corporate/publications/statisticsCouncilTax.html",This release includes details of the number of dwellings by Council Tax band for each administrative area and parliamentary constituency in England and Wales together with national and regional totals.,3 - Eng & Wal,Other,The smallest scale provided in this data release is parliamentary constituency. Data are also provided at the local authority level. Additional datasets are provided that relate to England or Wales only. ,2010,On-going,Annual,England and Wales datasets are updated annually. Additional datasets are provided at other times of year which relate to England or Wales only. ,Administrative,,"Release notes with a section on data quality are provided with the release. The information supplied in the tables is based on administrative data held within the VOA?s operational database. The VOA has made every effort to ensure its accuracy. The greatest inaccuracy is in the statistics for parliamentary constituency for which postcodes were allocated based on matching to the National Statistics Postcode Lookup (NSPL) file. There were 9,000 out of 24.8 million records (or 0.04%) for which it was not possible to find an equivalent postcode in the NSPL

For all tables counts are rounded to the nearest 10 and those less than 5 are reported as negligible ",Freely accessible data tables are provided. The most recent tables are provided on the VOA website while data for from 2010 are held by the National Archive,Government attitudes to research use of their data appear favourable. ,
12/10/2015 12:18:06,Alice,Council Taxbase Statistical Release,DCLG,3 - Finance,3.3 - Tax,,,"https://www.gov.uk/government/statistics/council-taxbase-2015-in-england
http://webarchive.nationalarchives.gov.uk/20120919132719/http://www.communities.gov.uk/localgovernment/localregional/localgovernmentfinance/statistics/counciltaxbase/","The release gives the number of dwellings, the number of dwellings that are exempt from Council Tax, and the number liable for Council Tax.

For dwellings liable for Council Tax it also gives summary figures for the number receiving different types of Council Tax discounts and premiums.",4 - England,Local authority,,2005,On-going,Annual,The DCLG website provides datasets for 2010-2015. The national archive contains information from 2005. This information will likely have been recorded for earlier years so earlier years may be available by request although this is not clear. ,Administrative,,,Annual tables are available 2005-2015 from the websites detailed above. Additional earlier years may be able to be obtained by request but this is not clear. ,Government attitudes to research use of their data appear favourable. ,
12/17/2015 10:43:04,Alice,Non-domestic rating: Challenges and Changes (experimental),Valuation Office Agency ,3 - Finance,3.3 - Tax,,,"https://www.gov.uk/government/statistics/non-domestic-rating-challenges-and-changes-experimental
http://webarchive.nationalarchives.gov.uk/20141002130923/http://www.voa.gov.uk/corporate/publications/statisticsCentralLocalRating.html","This dataset  includes statistics on challenges made by taxpayers (or their representatives) against the 2005 and 2010 local rating lists . It also includes statistics on reviews of rating assessments (known as ?reports?) that have either been initiated by the VOA or a local authority, when new information becomes available.",3 - Eng & Wal,Local authority,,2014,On-going,Other,"These statistics are appear to be produced 3-4 times per year but the interval for them is not clear. This dataset has previously been called Local Rating Lists: Business Rates. Archived copies of this dataset are available from 2013. Prior to this, the content of the dataset was released as two separate datasets - Local Ratings List- Challenges and Local Ratings List:Changes. Copies of these are available for 2010 to 2012.  ",Administrative,This dataset draws on government administrative data,"These data are drawn from government administrative data and can thus be considered high quality. A data and methodology report, featuring a comment on data quality, is provided alongside the statistical release.  ",Freely accessible datasets for 2014 and 2015 data are available via the Valuation Office Agency website. The National Archive contains 'Local Ratings List: Business Rates' datasets for 2013 and early 2014. It also contains separate 'Local Ratings List: Challenges' and 'Local Ratings List: Changes' datasets for 2010-2012,Government attitudes to research use of the their data appear favourable. ,This dataset has undergone a lot of name changes. The dataset was called 'Local Rating List: Business Rates' for 2013-early 2014 and prior to this data were released as two separate datasets for 2010-2012: Local Rating List: Challenges and Local Rating List: Changes
12/17/2015 9:59:09,Alice,Non-domestic rating: Stock of properties ,Valuation Office Agency ,3 - Finance,3.3 - Tax,,,"https://www.gov.uk/government/statistics/non-domestic-rating-stock-of-properties
http://webarchive.nationalarchives.gov.uk/20141002130923/http://www.voa.gov.uk/corporate/publications/statisticsCentralLocalRating.html","This release is a new publication that combines aspects of two existing
releases: ?Central & local rating lists: Non-domestic rating in England & Wales' and ?Central and local rating lists: summary (England and Wales)?. The statistics provide information on the number and value of the stock of rateable properties (known as ?hereditaments?), broken down by property type, sector and geographic location",3 - Eng & Wal,Local authority,Note: not all statistics are provided at the local authority level. Some are provided for a regional or national scale. ,2015,On-going,Annual,This is a new dataset which combines elements of two other prior releases - ?Central & local rating lists: Non-domestic rating in England & Wales' and ?Central and local rating lists: summary (England and Wales)?. Historic records of these are provided in the national archive. These statistics are available from 2009,Administrative,These figures are drawn from government administrative data,These data are governmental administrative data and thus are high quality. A data and methodology report is provided with the statistical release. The statistics have full coverage of local authorities in England and Wales. ,A freely accessible data set for 2015 is provided via the Valuation Office Agency website. Archived copies of the datasets that this one is drawn from are available from 2009 via the National Archive. ,Government attitudes to research use of their data appear favourable. ,
12/22/2015 11:14:03,Alice,Scottish Assessors Association General Statistics,Scottish Government,3 - Finance,3.3 - Tax,,,http://www.saa.gov.uk/general_statistics.php#report_list,"These datasets contains information on:Valuation Roll Showing Total Numbers of Subjects and Rateable Value, Valuation Roll by Property Classification Code, Council Tax,Information on Updates to the Portal and 
Statistical Details of Non-Domestic Revaluation Appeals",6 - Scotland,Local authority,,2015,Ongoing,Other,The datasets provided here are generated upon request and thus utilise the most recent data submitted to portal. Data in the portal are refreshed every 14 days. It is not clear whether data for previous time periods could be obtained by request.,Administrative,,These are administrative data for tax purposes and so can be considered high quality. They offer full coverage of all 32 local authorities within Scotland. ,A freely available data table is provided relating to the most recent data. It is unclear whether data for additional years could be provided upon request. ,"No expression has been made from the Scottish Assessors Association in relation to research use of their data. However, as a government department, they may be receptive to it. ",
12/15/2015 12:57:59,Alice,Stamp Duties Statistics,HMRC,3 - Finance,3.3 - Tax,,,"https://www.gov.uk/government/collections/stamp-duties-statistics
http://webarchive.nationalarchives.gov.uk/*/http://www.hmrc.gov.uk/stats/stamp_duty/menu.htm","This dataset contains data on 'stamp taxes?.  This refers collectively to Stamp Duty on share transfer instruments, Stamp Duty Reserve Tax, Stamp Duty on documents relating to land transactions and Stamp Duty Land Tax, broken down by various categories and geographic location, including Local Authority and Parliamentary Constituency.",1 - UK,Local authority,Data are also divided into regions,2006,On-going,Annual,It is not clear whether data prior to 2006 could be obtained by requested,Administrative,These data are largely based on HMRC's stamp duty land tax database. ,"Most tables in this publication are based on HMRC's stamp duty land tax database, which records information from the Land Transaction Returns. Not all property transactions are captured in the database. As well as transactions where the chargeable consideration is less than œ40,000, other instances where no notification is required include transfers in connection with divorce and grants of leases of less than 7 years

It is produced on a financial year basis and is updated every September with data for the previous financial year. However, the details of some transactions are not finalised until after publication, so as well as providing estimates for the latest financial year, revisions are also made to the previous year",Freely accessible data tables are provided via the HMRC webpages for 2012-present. Data tables dating back to 2006 are available via the National Archive ,Government attitudes to research use of their data appear favourable. ,From 1 April 2015 Stamp Duty Land Tax was devolved to the Scottish Government and was replaced with Land and Buildings Transactions Tax (LBTT). Future versions of this publications will continue to cover SDLT whilst Revenue Scotland will separately publish information on LBTT. 
12/10/2015 12:33:13,Alice,English Indices of Deprivation,DCLG,4 - Place,4.1 - Social characteristics,,,https://www.gov.uk/government/collections/english-indices-of-deprivation  http://webarchive.nationalarchives.gov.uk/20100410180038/http://communities.gov.uk/communities/neighbourhoodrenewal/deprivation/  http://webarchive.nationalarchives.gov.uk/20100410180038/http://www.communities.gov.uk/archived/general-content/communities/indicesofdeprivation/indicesofdeprivation/ for Indicies of Deprivation 2000,The dataset provides an official measure of the level of deprivation for small areas (or neighbourhoods) in England,4 - England,LSOA/Datazone,"Although these data are collected as LSOA level, summary datasets are also provided for local authorities, upper-tier local authorities, LEPs and clinical commissioning groups  ",2000,2015,Other,"Indices of deprivation have been calculated for 2015,2010, 2007,2004 and 2000",Administrative,,,"Datasets for 2015 and 2010 are available through the DCLG website. Datasets from 2007,2004 and 2000 are available via the national archive. ",Government attitudes to research use of the their data appear favourable,
12/17/2015 15:53:38,Sarah,Neighbourhood Renewal,Northern Ireland Ststistics and Research Agency ,4 - Place,4.1 - Social characteristics,"Also includes demographics, and services and amenities ",,"http://www.ninis2.nisra.gov.uk/public/Theme.aspx?themeNumber=-3&themeName=Neighbourhood%20Renewal

https://www.dsdni.gov.uk/articles/introduction-neighbourhood-renewal","Range of sources used to develop neighbourhood statistics. Contains statistics relating to many aspects of neighbourhood renewal including: access to services, community wellbeing, demographics, economic deprivation, education, training and skills, health, housing, work deprivation.",7 - Northern Ireland,Other,"Neighbourhood Renewal Areas (NRAs) 36 in total across Northern Ireland.  NRAs are neighbourhoods in the most deprived 10% of wards across Northern Ireland which were identified using the Noble Multiple Deprivation Measure with a combined population of approximately 280,000 (one person in 6 in Northern Ireland), The areas include: 15 in Belfast, 6 in the North West, and 15 in other towns and cities across Northern Ireland.",2003,On-going,Other,NINIS provide an online data analysis tool which continually updates data as it becomes available.  There are a range of data sources which have different start dates depending on when information began to be collected. ,Administrative,Numeric,NINIS include detailed methodological and data quality information,Free to download data from NINIS website in word/excel and PDF formats.,Appears favourable to the use of data for research.,
12/21/2015 18:17:57,Alice,Scottish Index of Multiple Deprivation,Scottish Government ,4 - Place,4.1 - Social characteristics,,,"http://simd.scotland.gov.uk/publication-2012/
http://www.gov.scot/Topics/Statistics/SIMD/Publications","These dat contain the Scottish Index of Multiple Deprivation (SIMD) 2012 scores and ranks at datazone level, along with data for the indicators included in each domain where available.

Part 1 - Notes page SIMD 2012 
Part 2 - SIMD 2012 Data - Overall ranks and domain ranks 
Part 3 - SIMD 2012 Data - Income domain 
Part 4 - SIMD 2012 Data - Employment domain 
Part 5 - SIMD 2012 Data - Health domain 
Part 6 - SIMD 2012 Data - Education domain 
Part 7 - SIMD 2012 Data - Housing domain 
Part 8 - SIMD 2012 Data - Access domain 
Part 9 - SIMD 2012 Data - Crime domain",6 - Scotland,LSOA/Datazone,,2004,2012,Other,"The Scottish Government have produced indices of multiple deprivation in 2004, 2006, 2009 and 2012",Administrative,data for the individual indicators was sourced from a range of administrative systems and the Scottish Census,The datasets for this measure provide full coverage of Scotland. Data are sourced from government administrative systems and the Scottish Census so can be considered high quality. ,"Accessible datasets for 2004,2006,2009 and 2012 are available via the Scottish Government webpages. ",Government attitudes to research use of their data appear favourable. ,
12/23/2015 11:31:54,Alice,Affordable Housing Securing Planning Consent,Scottish Government,4 - Place,"4.2 - Physical (land, environment)",,,http://www.gov.scot/Topics/Statistics/Browse/Planning/prevbulletins,"This dataset contain information on planning applications and approvals for affordable housing.  Data are available broken down by Deprivation Decile, Urban-Rural Classification, and Tenure and Planning Authority.",6 - Scotland,Local authority,,2005,2011,Other,"Data tables are provided on the following basis: 2010-2011, 2009-2010, 2008-2009, 2005-2008, 2005-2007",Administrative,,"As government administrative data, this data can be considered relatively high quality. Although in theory it offers full coverage of all 32 local authorities in Scotland, returns were not received from all authorities in all years. For the 2010/11 return for instance, Highland was not included. Any omissions due to missing data are made clear in data tables and, to allow for comparison, these omissions are carried over into time series. ","Accessible data tables are provided for 2010-2011, 2009-2010, 2008-2009, 2005-2008, 2005-2007 on the Scottish Government Website",Government attitudes to research use of their data appear favourable. ,
12/11/2015 14:57:27,Alice,Green Belt Statistics,DCLG,4 - Place,"4.2 - Physical (land, environment)",,,"https://www.gov.uk/government/collections/green-belt-statistics
http://webarchive.nationalarchives.gov.uk/20120919132719/http://www.communities.gov.uk/planningandbuilding/planningbuilding/planningstatistics/localplanningauthority/","This dataset offers statistics on designated green belt land in local authorities in England. It gives total land area designated, change since previous year and trend in area of green belt since 1997",4 - England,Local authority,This administrative dataset covers all local authorities in England ,2006,On-going,Annual,Data from 2010/11 to 2014/15 are provided on the DCLG website. Archived data at the local authority level are provided from 2006 in the National Archive. The most recent dataset gives the headline figure for England for 1997 and 2003 onwards. ,Administrative,"Estimates of Green Belt land in individual local authorities in England are collected annually on the ?Annual Green Belt? (AGB1) return via Interform, the Department?s housing and planning electronic
data collection system. Authorities were asked to confirm their published Green Belt estimates for 2013/14 and indicate whether they had changed the Green Belt boundary in 2014/15. If the Green
Belt boundary had changed, or if the 2013/14 estimated area had been revised, and these differed by more than 10 hectares from the area previously published, authorities were contacted to obtain
an explanation and to provide a revised geographic boundary file (shape file).",Guidance is supplied to authorities to ensure clarity in recording. Error may be created by mismatches between the area estimates and the actual boundary supplied by the authority. This can occur because of the different geographical software used to define the boundaries. These  discrepancies are rare and are investigated. Errors from delayed submissions are minimised by the high response rate to the request for information (99% in 2014/15),Freely accessible data tables are released with statistical release publications. Data from 2010 onwards are provided on the DCLG website. Earlier datasets are available in the National Archive. ,Government attitudes to research use of their data appears favourable. ,
12/12/2015 14:02:24,Alice,Land use change statistical release,DCLG,4 - Place,"4.2 - Physical (land, environment)",,,https://www.gov.uk/government/statistical-data-sets/live-tables-on-land-use-change-statistics,"The dataset shows how land use has changed in England. Information includes: the nature of the changes, the areas of land affected and the locations of the changes. This Statistical Release focuses on changes to a developed use, in particular to residential development. It presents National Statistics on these changes in land use in England recorded in 2013/14. Statistics on changes within the Green Belt and changes within areas of high flood risk are also presented",4 - England,Local authority,,2013,On-going,Annual,"The 2013-14 publication of these statistics (published in 2015) used a new methodology so results are not directly comparable to the historical series published between 1989 and 2013, the last year of data being for 2011. Estimates of land use change specifically are calculated in a significantly different manner.",Administrative,These are based on national statistics,"The 2013-14 publication of these statistics (published in 2015) used a new methodology so results are not directly comparable to the historical series published between 1989 and 2013, the last year of data being for 2011. Estimates of land use change specifically are calculated in a significantly different manner.

These data are inferred from Ordnance Survey products. There is an inevitable time lag between a land use change occurring and it being recorded and featuring within the Ordnance Surveys' data products. The is an inevitable time lag between land use change and it being recorded. The size of this lag varies, depending on Ordnance Survey?s priorities and survey practices. Generally longer lags will be encountered in
rural and remote locations.",A freely accessible live table of the data is provided through the DCLG website,Government attitudes to research use of their data appear favourable,
12/23/2015 12:24:19,Alice,Planning Applications Statisical Release,DCLG,4 - Place,"4.2 - Physical (land, environment)",,,"https://www.gov.uk/government/statistical-data-sets/live-tables-on-planning-application-statistics
http://webarchive.nationalarchives.gov.uk/20121108165934/http:/www.communities.gov.uk/planningandbuilding/planningbuilding/planningstatistics/statisticsplanning/","These live tables contain information on district planning authority planning applications, decisions and enforcement activity; 'county matters' planning authority applications, decisions and enforcement activity; local planning authority performance and permitted development rights",4 - England,Local authority,,2004,On-going,Quarterly,"A current live table is provided. Historical live tables for the quarterly planning application statistics covering January 2008 to June 2012 are available from The National Archives 

Historical live tables and statistical releases for the annual development control statistics covering 2004-05 to 2008-09 are available on www.gov.uk site.This annual release was discontinued during 2009, but most of the information that was provided is now included in the quarterly planning application releases.

Data tables in the earlier editions on the National Archive include figures dating back to 1998-99.",Administrative,,As government administrative data these can be considered relatively high quality. They offer complete coverage of England,"A current live table is provided. Historical live tables for the quarterly planning application statistics covering January 2008 to June 2012 are available from The National Archives. Additional live tables covering more recent historical quarters can be obtained by request from planning.statistics@communities.gsi.gov.uk.

Historical live tables and statistical releases for the annual development control statistics covering 2004-05 to 2008-09 are also available on the National Archive. This annual release was discontinued during 2009, but most of the information that was provided is now included in the quarterly planning application releases.",Government attitudes to research use of their data appear favourable. ,
12/12/2015 15:43:26,Alice,Planning Applications Statistical Release,DCLG,4 - Place,"4.2 - Physical (land, environment)",,,"https://www.gov.uk/government/statistical-data-sets/live-tables-on-planning-application-statistics
http://webarchive.nationalarchives.gov.uk/20121108165934/http:/www.communities.gov.uk/planningandbuilding/planningbuilding/planningstatistics/statisticsplanning/",This dataset contains National Statistics on authorities that undertake district and county level planning activities in England. It covers information on planning applications received and decided including decisions on applications for residential developments (dwellings) and enforcement activities,4 - England,Local authority,,2008,On-going,Quarterly,Some summary statistics provided are provided on an annual rather than quarterly basis ,Administrative,," PS1/2 (PSF) and CPS1/2 returns (which the dataset is based on) undergo thorough validation and checks. June 2015 quarter - 100% response rate. Also, for the most recent publication, data are refreshed and re-imputed for the previous ten quarters. This takes account of data submitted or revised since figures were last published and is in line with Departmental  statisticians? agreed revisions policy for housing and planning statistics.",Freely accessible live tables are provided for most recent statistics. Publications for 2010 onwards are also provided. Historical live tables for the quarterly planning application statistics covering January 2008 to June 2012 are available from The National Archives. To obtain live tables covering more recent historical quarters please contact planning.statistics@communities.gsi.gov.uk,Government attitudes to research use of their data appear favourable ,
12/23/2015 11:21:09,Alice,Planning Authority Performance Statistics,Scottish Government ,4 - Place,"4.2 - Physical (land, environment)",,,"http://www.gov.scot/Topics/Statistics/Browse/Planning/Publications/planapps2016q2
http://www.gov.scot/Topics/Statistics/Browse/Planning/prevbulletins",These datasets contains information on the performance of planning authorities including the number of planning applications received and outcomes of both local and major developments. ,6 - Scotland,Local authority,,2004,On-going,Quarterly,"Data are reported on a financial year basis e.g. 2014/15 Q1. Although presently reported quarterly, this has only been the case since 2010/11. Additional bulletins are provided for 2009/10, 2007-2009 and 2004-2007. Additional annual collations are also provided for 2010-present",Administrative,,"These statistics offer full coverage of the 32 local authorities of Scotland. As government administrative statistics, they can be considered relatively high quality. ",Freely accessible data tables are provided via the Scottish Government website. ,Government attitudes to research use of their data appear favourable. ,
12/23/2015 11:57:05,Alice,Planning Inspectorate Statistics ,Planning Inspectorate,4 - Place,"4.2 - Physical (land, environment)",,,https://www.gov.uk/government/statistics/planning-inspectorate-statistics,"These data tables contain information at the national level on nationally significant infrastructure applications, development plans, the community infrastructure levy, planning applications and appeals and enforcement notices",3 - Eng & Wal,National,Aggregate figures are provided for England and Wales across the majority of measures,2003,On-going,Quarterly,Data are provided on a financial year basis. Data are provided quarterly for 2010/11 onwards. For 2003/4-2009/10 data are available annually.,Administrative,,"These statistics offer full coverage of England and Wales. As government administrative statistics, they can be considered relatively high quality. ",Accessible  data tables are provided in Excel format for 2010/11 to present on the Planning Inspectorate website. Information for additional years 2003/4-2009/10 is available in PDF format. It is noted that additional statistics can be obtained by contacting BI.Stats@pins.gsi.gov.uk.,Government attitudes to research use of their data appear favourable. ,
12/23/2015 11:04:37,Alice,Scottish Vacant and Derelict Land Survey,Scottish Government (Communities Analytical Services),4 - Place,"4.2 - Physical (land, environment)",,,"http://www.gov.scot/Topics/Statistics/Browse/Planning/Publications/SVDLS2014Tables
http://www.gov.scot/Topics/Statistics/Browse/Planning/prevbulletins","This dataset contains information on the extent and state of vacant and derelict land in Scotland, and the amount that has been reclaimed on an annual basis.",6 - Scotland,Local authority,Data are sourced from all local authorities and the Loch Lomond and Trossachs National Park Authority,1996,On-going,Annual,"Although the survey has been in operation since 1988, data are only provided from 1996",Administrative,,"Although this represents a survey of all 32 local authorities, not all authorities submit returns each year. The dataset release contains a table detailing which councils responded each year. For the 2014 survey, only Dumfries and Galloway did not respond. ",Accessible data tables are provided with the most recent bulletin. This includes time series data for some measures from 2008 and 2010. Additional bulletins are provided 1996 onwards. ,Government attitudes to research use of their data appear favourable,
12/10/2015 12:15:52,Sarah,Sustainable Development Indicators ,ONS,4 - Place,"4.2 - Physical (land, environment)",,,http://www.ons.gov.uk/ons/taxonomy/search/index.html?nscl=Housing+Stock&nscl-orig=Housing+Stock&content-type=Dataset&content-type=Reference+table&sortDirection=DESCENDING&sortBy=pubdate,"This database uses a wide range of data sources:  ONS, DWP, DCLG, OBR, DEFRA, Understanding Society, BHPS, BIS, Health Survey for England, Public Health Survey, National Travel Survey, National Diet and Nutrition Survey, Family Food statistics, DECC, British Trust for Ornithology, RSPB, Environmental Agency, Land Use Change Statistics, England Biodiversity Indicators, This database divides the indicators into 'Economy', 'Environment' and 'Society' including information on diverse range of topics including economic prosperity, housing energy efficiency, sustainable fisheries and  origins of food consumed, ",1 - UK,National,"Although some sources are specific to particular areas, e.g. England only, England and Wales and some data (eg data on noise complaints) is available at local authority Level.",1971,On-going,Annual,The actual timescales vary between databases.  1971 is the earliest data where data is available to populate sustainability indicators.  The majority of the other indicators use data sources which begin in the 1990s.,Sample survey,"There are variety of data type included, although the majority appear to be sample surveys. ",,Web reporting facility available to download as an Excel spreadsheet.,,
12/23/2015 12:32:28,Alice,Competent Person Self-Certification Schemes Statistics,DCLG,5 - Services,"5.1 - Services, amenities",,,https://www.gov.uk/government/statistical-data-sets/competent-person-self-certification-schemes-statistics,"Data, updated every 6 months, on membership numbers of competent person schemes and the number of building jobs they have carried out.  

1.Registered membership is by business, not by individual. Many businesses will consist of more than one competent individual so the total number of competent individuals will be higher than the registered membership figures.
2.Schemes are authorised by the type of work that their registered members carry out. However, in many schemes, particularly those dealing with the installation of heating, hot water service, air-conditioning, mechanical ventilation and plumbing systems, registered members do more than one type of work. To prevent as far as possible double counting of registered members or notifications to local authorities (which often encompass more than one type of work) the statistics combine all types of work (except electrical installations) for each of the scheme operators.
3.Schemes have changed since the data first started being collected, so it is not always possible to make meaningful comparisons between past and current data.",4 - England,National,,2006,On-going,Other,Data are updated on a 6 monthly basis. Data are broken down to competent person schemes,Administrative,,As government administrative statistics these can be considered relatively high quality. They offer coverage of the whole of England,A PDF of data tables is made available via the DCLG website. Not clear if it can be requested in other formats.,Government attitudes to research use of their data appear favourable. ,
12/10/2015 15:40:47,Alice,Fire and rescue authorities operational statistics bulletin ,DCLG,5 - Services,"5.1 - Services, amenities",,,"https://www.gov.uk/government/collections/fire-and-rescue-authorities-operational-statistics
http://webarchive.nationalarchives.gov.uk/20120919132719/http://www.communities.gov.uk/fire/researchandstatistics/firestatistics/firerescue/","This annual bulletin contains Fire and Rescue Service personnel statistics, numbers of injuries to firefighters, and statistics relating to fire safety audits of buildings and to community fire safety activity.",4 - England,Regional,This dataset is at the Fire and Rescue Authority Area level,2000,On-going,Annual,,Administrative,,,"Freely accessible data table appendices are provided with reports. 2009/10-2014/15 are available via the DCLG website 
2000/1-2008/9 are available via the National Archive",Government attitudes to research use of their data appear favourable ,
12/10/2015 15:49:36,Alice,Fire incidents response times ,DCLG,5 - Services,"5.1 - Services, amenities",,,https://www.gov.uk/government/collections/fire-incidents-response-times,"Alongside other fire data, this dataset contains average response times to dwelling fires in any given year. ",4 - England,Regional,This data applies to Fire and Rescue Authority Areas,2011,On-going,Annual,,Administrative,,,Freely accessible Excel tables are provided alongside reports. ,Government attitudes to research use of statistics appears favourable ,
12/11/2015 14:25:50,Alice,Fire Statistics Great Britain Statistical Release,DCLG,5 - Services,"5.1 - Services, amenities",,,"https://www.gov.uk/government/statistics/fire-statistics-great-britain-2013-to-2014
http://webarchive.nationalarchives.gov.uk/20120919132719/http://www.communities.gov.uk/fire/researchandstatistics/firestatistics/firestatisticsuk/","This dataset summarises data drawn from Fire and Rescue Service records of incidents across Great Britain. It contains information including the timing of incidents, location of fires, source of ignition, false alarms, installation and function of fire alarms, casualties and fatalities ",2 - GB,National,"Up until 2011, these statistics were collated for the whole of the UK. Following the implementation of a new incident reporting system, Northern Ireland has been excluded from this release. ",2000,On-going,Annual,"Tables of these statistics are available from the National Archive from 2000 onwards. It seems feasible however, given that this is administrative data from the Fire and Rescue Service, earlier years could be obtained. ",Administrative,This is drawn from the incident reporting system data for the Fire and Rescue Service across Great Britain. ,The incident reporting system is subject to constant update and and revision and recent releases should therefore be treated as somewhat provisional. ,Freely accessible data tables are provided alongside published reports ,Government attitudes to research use of their data appear favourable.,
12/10/2015 16:02:55,Alice,Fire statistics monitor,DCLG ,5 - Services,"5.1 - Services, amenities",,,"https://www.gov.uk/government/collections/fire-statistics-monitor
http://webarchive.nationalarchives.gov.uk/20120919132719/http://www.communities.gov.uk/fire/researchandstatistics/firestatistics/firestatisticsmonitors/","This dataset provides information on  dwelling fire casualties and fatalities, together with details of the types of fires attended ",4 - England,Regional,This dataset covers Fire and Rescue Authority Areas,2002,On-going,Annual,"Prior to 2009, these statistics were released quarterly. 
Excel files for 2009-present statistics are freely available on the DCLG website 
Excel files for statistics for 2002-2009 are available via the National Archive ",Administrative,,These data draw on the Incident Recording System. These records are added to and edited constantly so revisions to previous years' figures often occur. It is therefore highlighted that figures within the most recent release should be considered provisional. ,Accessible Excel files of statistics are provided on the DCLG and National Archive websites,Government attitudes to research use of data appear favourable ,
12/8/2015 11:08:02,Sarah,Supporting People,University of St Andrews Centre for Housing Research,5 - Services,"5.1 - Services, amenities","Information on profile of supporting people clients including accommodation type, homelessness status, ASBO status, Support provider, Referral Source.",,https://supportingpeople.st-andrews.ac.uk/index.cfm,Collection and Self reporting of clients assisted by Supporting People programme based on client records submitted by English local authorities. 2003/04 - 2010/11 contains client record data for all administering authority areas in England. 2011/12 - 2014/15  contains client record data from participating (subscribing) administering authorities and provider organisations only.,4 - England,Local authority,Data can be broken down further by service type or client group.,2003,2015,Annual,The Centre for Housing Research provided this service for subscribing local authorities until 31st March 2015 when the project closed.,Administrative,Based on data submitted by subscribing local authorities to this service.  A full list of subscribing local authorities (post 2011/12) is provided on the website.,Described as generally being of a high standard,Web reporting facility - freely available to all users following setting up an account and logging in.,,Web-link: https://supportingpeople.st-andrews.ac.uk/
12/18/2015 10:12:59,Alice,Supporting People Client Statistics (Housing Statistics for Scotland),Scottish Government,5 - Services,"5.1 - Services, amenities",,,"http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/
http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/PubSupportingPeopleClient",This dataset contains information on people receiving services funded through the Supporting People programme,6 - Scotland,Local authority,,2003,2008,Annual,"Data are provided on a financial year basis i.e. 2003/4, 2004/5, 2005/6, 2006/7, 2007/8. Ring-fenced funding was removed from the Supporting People programme in 2008 and this statistical release was thus discontinued. ",Administrative,These data are drawn from local authority administrative data ,"These data have full coverage of all 32 local authorities in Scotland. However, the levels of information provided by councils has varied between them. The details of inconsistencies/differences within data provided are detailed in the first sheet of all data releases. ",Freely accessible datasets for all years are provided via the Scottish Government website,Government attitudes to research use of their data appear favourable. ,
